,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
128,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,0.39314969529233934,0.6068503047076608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,5.596292486457801e-12,0.9998277254775755,0.0001722745168284298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,4.51114591726145e-07,0.9935275262269657,0.0064720226584425,8.419143087510968e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,4.239298622205984e-06,0.9867144612003993,0.01328098915881654,1.694380721958186e-16,3.1034216169133925e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,0.5141979122225986,0.2076803467605664,5.453329879712454e-15,0.11675064741448923,0.007543112023789299,0.1538279815785503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,0.3796424019480586,0.22517331368651056,9.29453815782579e-08,0.10388415270615617,0.014400676314280558,0.1345705813952236,0.14232878100438906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,0.044928912027459855,0.16507116214796216,0.024915379007006806,0.027147231350882838,0.2869469755230808,0.17398197277031358,0.09386230435499687,0.18314606281829693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,0.04776267975547967,0.13433318516262863,0.02992611276026159,0.026054493781474283,0.26192903465660944,0.15630614084723488,0.12720014177659653,0.17072263901853654,0.0457655722411786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,0.05897267697756604,0.08651940728659792,0.05832044963116978,0.026103431748513428,0.18052843559228374,0.15154834325218033,0.08188007499780645,0.17657461335124103,0.04087211391466189,0.1386804532479798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,0.19113056317533506,0.16180431120822258,0.0002823000617358559,0.043836827695695225,0.16248936530534547,0.06632733184429904,0.06070402755793619,0.09885650567577696,0.04788197572045705,0.01841757663377955,0.1482692151214169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,0.0469741397960724,0.21712882813906792,0.00016253392708240973,0.007286179274425107,0.23446466211077865,0.06363700555284833,0.06937801652640724,0.06809899154496395,0.10322861209105988,0.009936659382950942,0.016746357372978225,0.16295801428136553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,0.07527195391623719,0.12647378528173692,0.026211224411348804,0.04199288156190602,0.14461757094890318,0.005007024520202861,0.06460503365534037,0.10938801332339682,0.12494238741579837,0.08674722868276609,0.07115452903830911,0.0546283455082693,0.06896002173578511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,0.0830045176390726,0.10207064080300812,0.030791148865669405,0.05037665257470955,0.11836211388829466,0.012904175618312872,0.04727292453760449,0.07473721841592455,0.09936526429375048,0.08376476394339005,0.06866561528465137,0.04983065649723076,0.04618634737117421,0.13266796026720615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,0.08090634201744319,0.09460390212004305,0.027406826517712563,0.058663918951971414,0.09919416378953991,0.009103036461869114,0.05217306735874781,0.07456600802099449,0.06880231029383922,0.0693333941158938,0.06443952180679544,0.051485768999725866,0.06326619196102556,0.085462135290787,0.1005934122936116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,0.09915101039653085,0.07874503226945612,0.03672220549314756,0.04688194614148433,0.0920049662479249,0.005684267207186108,0.05195389601235715,0.08231539744887201,0.05633253592266735,0.03343541377322194,0.030736970200215492,0.0724160818819867,0.0829586818506087,0.07682912836644641,0.06796885879298191,0.08586360799491176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,0.08188216310432668,0.06323805525696577,0.057403496935680316,0.0520058250340201,0.08854508926768254,0.004163226592134758,0.04736362783779581,0.09519257192086965,0.05021721763930897,0.025756561411507766,0.021624898999572265,0.06131038427152717,0.07874947455321038,0.08072282856499995,0.057463102455057403,0.05601832195193448,0.07834315420340593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,0.06869466098910407,0.06602367284391672,0.048194337577029296,0.0536127407239531,0.0780863594640506,0.0037260116773758806,0.04907266754362479,0.08601178829066254,0.058932744293756965,0.0342653723580812,0.021676682946624067,0.04642105354660982,0.062315992507544486,0.0789000594920476,0.05684430603395317,0.0510326245242952,0.06059016148509991,0.07559876370227099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2432,0.06533330471146177,0.08090755236020507,0.050653322448287484,0.049325505504962494,0.0803762654341532,0.007324800306977727,0.053778071044805906,0.07323936153529194,0.06686345834729877,0.04301003645776267,0.0013513423252820322,0.031947270438915765,0.050466596696787686,0.08205779684063742,0.0549357215144982,0.04858962981197269,0.05444019449011292,0.04610129720181368,0.05929847252877295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560,0.06595945566129018,0.07157189830578832,0.05305687593057705,0.04182653791594652,0.08910931081690183,0.016796540357572304,0.06675221110498819,0.065479894568494,0.05647669331532791,0.06144628443063094,0.004119985983312245,0.023331781526617648,0.031332619830332004,0.07977118405419141,0.03425158787068118,0.04371004009190559,0.05935446036428802,0.0009761929764960855,0.05432580928797966,0.08035063560667964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688,0.05304276230753866,0.06110652457784697,0.05953375435312362,0.04819390583008064,0.0714488029218599,0.06866764213933303,0.07229386012508754,0.05906863473951474,0.04934998388534387,0.06650528818673535,0.007936568837032098,0.03617357029713228,0.006645723580485006,0.039863575546312466,0.02505904003936921,0.042685113724020854,0.05784955691162754,0.006192330768243325,0.045224644883577844,0.04555537951258398,0.07760333683315175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816,0.05175514902014073,0.054177836713264343,0.06681242643724311,0.04647191264081553,0.06314814400152156,0.06000048790669275,0.07159169397507738,0.0571333324279211,0.0456892617969251,0.060202643010494626,0.0097219083471197,0.0346389827388809,0.011276595268607102,0.03630379345283172,0.021104376792446738,0.04294910959985408,0.05727279162467509,0.007199918614438578,0.0401559231822061,0.03755990946781482,0.051576869764502035,0.07325693321652636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,0.06740866966751405,0.055121766725150324,0.04719463348458592,0.04572366357756165,0.06310985350153576,0.016927139571797194,0.0539947705697811,0.07497641162488247,0.062117720904823884,0.04420893626151379,0.007118753796490208,0.04414028367428357,0.0430376328647,0.05449748926533512,0.02771661787305907,0.04442774328611551,0.049522232833284496,0.0299235345308773,0.04148310510436638,0.0028813694712436604,0.008956828869744096,0.05658214206003609,0.058928700481318215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3072,0.05754767631237102,0.05731716572543456,0.037002912731323626,0.044453249578281784,0.04065822805835863,0.012693779539932965,0.03744492304188253,0.08181119632806035,0.07319662897743485,0.04228916076099967,0.008014807148674146,0.06646404772822789,0.05841982661047016,0.06464295217804583,0.022913587604917088,0.044046407020985584,0.04506862875745657,0.035011688299707314,0.044768665608406505,0.004511432353166159,0.014417134922352855,0.04162536766425512,0.055814607270088065,0.009865925779166562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,0.053585197198467535,0.057256339028211534,0.03240464060508574,0.043484447851835716,0.04593562068615568,0.012354379906227795,0.03296872777262805,0.08479180695968432,0.07770041127451771,0.05098364357385157,0.01509149373142666,0.07441013719748496,0.0543894797115831,0.0642976906946687,0.02484146234497994,0.006483447877223067,0.04038539016915983,0.025607651674341033,0.0335211182074118,0.006505328008881477,0.016207487544379368,0.04190175515981847,0.04840318835754138,0.008212895268913936,0.04827625919552012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3328,0.04881021172232886,0.05517014958087894,0.028271900105847708,0.037177627768811006,0.042478763819905556,0.013289828675988413,0.03360167458145364,0.07602801163841616,0.07963325766626168,0.051814020917235165,0.01867712743997105,0.06977981971916583,0.051720441825980956,0.06122649496430971,0.025222093161705803,0.00780737765937272,0.03889657701981919,0.02209409242661894,0.02841911582815125,0.006999552558310058,0.01587652640777598,0.037343855873754245,0.0441671104164425,0.0065536600308363285,0.04090842481656111,0.05803228337409718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3456,0.04723441084807719,0.0474196670733053,0.028004430810213126,0.032661682532963025,0.03655853877759654,0.012806754142558179,0.033665610664890766,0.0634969356785666,0.06221770130315945,0.03941104870576555,0.016549240964117237,0.05944746103855376,0.05325114606743481,0.053075435168296756,0.023418454019160533,0.046039740639956604,0.04079624236278711,0.026319414095972243,0.03451942724688419,0.007377596230097273,0.015230417893172626,0.035442810131244756,0.04138436718758966,0.006070365933239535,0.04043733536379071,0.050455501663646006,0.04670826345696085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
